"","linename","seed.num","side.length","side.thickness","side.area","side.perimeter"
"1571","IS23586"," 1","1026.7229","701.7979"," 507176.0","2420"
"1572","IS23586"," 2","1037.3852","830.5073"," 570948.5","2535"
"1573","IS23586"," 3","1074.1443","616.9516"," 502153.0","2466"
"1574","IS23586"," 4","1085.8554","658.4136"," 520224.0","2470"
"1575","IS23586"," 5","1096.0921","755.7522"," 598784.5","2645"
"1576","IS23586"," 6"," 978.5034","640.2369"," 435218.5","2215"
"1577","IS23586"," 7","1106.5627","690.9586"," 544879.5","2563"
"1578","IS23586"," 8","1063.5192","685.2665"," 533283.5","2513"
"1579","IS23586"," 9","1029.2152","632.5402"," 476224.0","2436"
"1580","IS23586","10","1146.7541","653.1208"," 536680.0","2640"
"1581","IS23590"," 1","1211.5911","644.4435"," 601891.5","2771"
"1582","IS23590"," 2","1165.0313","738.0128"," 656666.0","2804"
"1583","IS23590"," 3","1221.4156","670.9887"," 620462.5","2853"
"1584","IS23590"," 4","1135.8367","741.2412"," 606069.0","2648"
"1585","IS23590"," 5","1207.5107","724.3630"," 644291.5","2781"
"1586","IS23590"," 6","1112.5367","680.0000"," 552655.5","2513"
"1587","IS23590"," 7","1149.6334","732.5666"," 640136.5","2719"
"1588","IS23590"," 8","1207.7914","618.2525"," 581596.5","2787"
"1589","IS23590"," 9","1151.9119","630.0195"," 553582.5","2669"
"1590","IS23590","10","1265.9878","737.7559"," 690751.5","2919"
"1591","IS23684"," 1"," 950.5057","521.1605"," 367539.5","2129"
"1592","IS23684"," 2","1006.6151","594.5609"," 435081.5","2261"
"1593","IS23684"," 3"," 995.9844","558.3722"," 410143.0","2236"
"1594","IS23684"," 4","1014.1602","542.6056"," 411294.0","2260"
"1595","IS23684"," 5","1015.9532","547.0872"," 415864.5","2277"
"1596","IS23684"," 6","1042.5546","557.3157"," 431378.5","2297"
"1597","IS23684"," 7","1035.6819","591.9173"," 450513.5","2317"
"1598","IS23684"," 8"," 984.9533","554.2506"," 394978.5","2193"
"1599","IS23684"," 9","1016.4728","599.3382"," 457991.5","2309"
"1600","IS23684","10","1012.9176","550.6509"," 410558.0","2244"
"1601","IS23992"," 1","1418.4900","747.6542"," 785867.5","3147"
"1602","IS23992"," 2","1271.3339","629.5749"," 584778.5","2743"
"1603","IS23992"," 3","1344.3824","704.4395"," 702714.0","2964"
"1604","IS23992"," 4","1165.4291","597.0282"," 486355.0","2544"
"1605","IS23992"," 5","1345.4940","687.3141"," 646523.5","2915"
"1606","IS23992"," 6","1455.0354","710.9779"," 767692.5","3177"
"1607","IS23992"," 7","1429.0924","710.5209"," 700856.0","3040"
"1608","IS23992"," 8","1332.2462","651.5312"," 641131.5","2903"
"1609","IS23992"," 9","1467.8123","696.7355"," 721790.0","3128"
"1610","IS23992","10","1370.0354","708.9328"," 680298.5","2953"
"1611","IS24175"," 1","1148.3414","601.9186"," 502062.5","2525"
"1612","IS24175"," 2","1086.6508","598.8998"," 486119.5","2415"
"1613","IS24175"," 3","1101.9986","564.6767"," 459801.5","2379"
"1614","IS24175"," 4","1149.9783","591.8242"," 493746.5","2503"
"1615","IS24175"," 5","1011.6373","512.8765"," 380230.5","2231"
"1616","IS24175"," 6","1142.3204","569.5495"," 479945.5","2475"
"1617","IS24175"," 7","1154.3899","583.3887"," 497009.5","2535"
"1618","IS24175"," 8","1021.8831","578.7208"," 430583.0","2280"
"1619","IS24175"," 9","1144.7908","571.1113"," 484852.0","2488"
"1620","IS24175","10","1134.8925","599.9722"," 495533.5","2485"
"1621","IS24218"," 1","1222.4148","559.3060"," 492120.0","2580"
"1622","IS24218"," 2","1156.4554","567.9977"," 464985.0","2532"
"1623","IS24218"," 3","1311.4195","579.4805"," 565086.0","2830"
"1624","IS24218"," 4","1341.9367","627.7375"," 612460.0","2888"
"1625","IS24218"," 5","1210.9517","596.9156"," 518118.5","2679"
"1626","IS24218"," 6","1346.6358","639.6340"," 617088.0","2870"
"1627","IS24218"," 7","1164.0468","532.6246"," 453761.0","2590"
"1628","IS24218"," 8","1373.6732","673.2307"," 651441.0","3000"
"1629","IS24218"," 9","1308.1667","631.2055"," 559029.5","2779"
"1630","IS24218","10","1284.0378","587.1837"," 547517.0","2798"
"1631","IS24348"," 1","1021.7651","670.4378"," 509521.0","2442"
"1632","IS24348"," 2","1001.5812","635.2845"," 466021.0","2284"
"1633","IS24348"," 3"," 934.2639","644.4582"," 442854.0","2142"
"1634","IS24348"," 4"," 993.1128","669.1888"," 477504.5","2277"
"1635","IS24348"," 5"," 992.0711","690.8900"," 520416.0","2376"
"1636","IS24348"," 6"," 915.8701","600.6813"," 422596.5","2231"
"1637","IS24348"," 7","1004.9408","687.1350"," 507747.5","2341"
"1638","IS24348"," 8"," 871.7213","643.7998"," 419803.5","2127"
"1639","IS24348"," 9"," 991.6582","646.1258"," 471547.0","2338"
"1640","IS24348","10"," 949.4093","577.4801"," 383991.0","2146"
"1641","IS24453"," 1"," 983.3758","476.3408"," 350883.0","2150"
"1642","IS24453"," 2","1004.7189","504.8397"," 363950.0","2182"
"1643","IS24453"," 3"," 946.3033","523.9039"," 364821.0","2120"
"1644","IS24453"," 4"," 927.0448","456.3728"," 303584.5","1987"
"1645","IS24453"," 5"," 836.7945","413.5663"," 245897.5","1841"
"1646","IS24453"," 6"," 851.5515","388.1104"," 231756.5","1829"
"1647","IS24453"," 7","1001.1124","523.5196"," 371078.5","2225"
"1648","IS24453"," 8","1083.0005","565.2814"," 453476.0","2400"
"1649","IS24453"," 9","1047.6068","564.2002"," 428756.0","2322"
"1650","IS24453","10"," 928.4207","410.2537"," 275336.5","2009"
"1651","IS24462"," 1","1233.6487","766.3268"," 697532.0","2866"
"1652","IS24462"," 2","1092.1877","676.5284"," 517310.0","2506"
"1653","IS24462"," 3","1044.2495","702.5457"," 526949.0","2420"
"1654","IS24462"," 4","1075.5110","632.9549"," 498896.5","2485"
"1655","IS24462"," 5","1048.5895","669.1389"," 527896.5","2445"
"1656","IS24462"," 6","1110.7569","686.8712"," 606814.0","2670"
"1657","IS24462"," 7","1212.4954","812.3264"," 739569.5","2863"
"1658","IS24462"," 8","1115.2601","702.8226"," 565806.5","2573"
"1659","IS24462"," 9","1078.6696","662.0378"," 533003.0","2480"
"1660","IS24462","10","1108.0799","715.4917"," 564598.0","2548"
"1661","IS2389"," 1","1125.6860","708.2268"," 564065.0","2524"
"1662","IS2389"," 2","1082.4366","722.3167"," 551042.0","2492"
"1663","IS2389"," 3","1095.2936","713.1421"," 576693.0","2532"
"1664","IS2389"," 4","1169.4075","741.1368"," 614481.0","2608"
"1665","IS2389"," 5","1129.2444","719.1738"," 591163.5","2543"
"1666","IS2389"," 6","1069.2002","685.5611"," 509364.5","2453"
"1667","IS2389"," 7","1109.1893","723.1200"," 559241.0","2440"
"1668","IS2389"," 8","1058.2897","619.3380"," 474211.5","2359"
"1669","IS2389"," 9","1107.9395","693.3763"," 539417.5","2473"
"1670","IS2389","10","1081.4735","661.9469"," 530404.5","2429"
"1671","IS24463"," 1","1086.2504","707.0064"," 542490.5","2413"
"1672","IS24463"," 2"," 955.2141","607.7674"," 400557.0","2150"
"1673","IS24463"," 3","1120.7872","714.6977"," 586282.0","2506"
"1674","IS24463"," 4","1068.9663","670.4187"," 514198.0","2392"
"1675","IS24463"," 5","1032.2190","680.0127"," 505552.0","2354"
"1676","IS24463"," 6","1002.8205","682.3863"," 507936.5","2351"
"1677","IS24463"," 7","1072.4943","665.1802"," 513895.5","2389"
"1678","IS24463"," 8","1114.5627","735.1269"," 562263.0","2498"
"1679","IS24463"," 9","1029.2366","674.7059"," 479851.0","2308"
"1680","IS24463","10","1082.8855","749.2491"," 573173.5","2431"
"1681","IS24492"," 1","1177.5861","688.4550"," 590548.0","2614"
"1682","IS24492"," 2","1077.3583","687.5391"," 548761.5","2529"
"1683","IS24492"," 3","1117.3012","681.5056"," 555526.5","2571"
"1684","IS24492"," 4","1052.1354","653.5651"," 503601.0","2416"
"1685","IS24492"," 5","1163.5480","689.3966"," 558705.5","2591"
"1686","IS24492"," 6","1105.3199","638.0687"," 497501.0","2466"
"1687","IS24492"," 7","1135.7575","677.0275"," 552581.5","2591"
"1688","IS24492"," 8","1062.5766","648.0653"," 482408.5","2351"
"1689","IS24492"," 9","1066.5219","655.9940"," 485699.5","2403"
"1690","IS24492","10","1096.7885","716.9833"," 567944.5","2603"
"1691","IS24503"," 1"," 709.4237","334.9324"," 184281.0","1538"
"1692","IS24503"," 2"," 609.4867","332.2468"," 150299.5","1373"
"1693","IS24503"," 3"," 665.8386","324.5156"," 167232.0","1474"
"1694","IS24503"," 4"," 627.6974","305.3796"," 151206.5","1407"
"1695","IS24503"," 5"," 716.6282","351.1277"," 194410.5","1601"
"1696","IS24503"," 6"," 674.2292","346.8717"," 176753.5","1485"
"1697","IS24503"," 7"," 732.4923","365.7485"," 204667.5","1639"
"1698","IS24503"," 8"," 708.9838","330.0922"," 181410.0","1566"
"1699","IS24503"," 9"," 661.3993","320.3148"," 161439.5","1467"
"1700","IS24503","10"," 721.7119","349.8294"," 198473.5","1593"
"1701","IS24939"," 1","1038.9942","604.5760"," 454673.0","2388"
"1702","IS24939"," 2","1071.0355","589.8031"," 446388.0","2340"
"1703","IS24939"," 3","1044.2461","465.8471"," 365291.5","2277"
"1704","IS24939"," 4"," 986.7345","510.7017"," 360010.5","2193"
"1705","IS24939"," 5","1171.5806","638.0765"," 524458.0","2552"
"1706","IS24939"," 6","1023.3733","668.9094"," 499455.5","2385"
"1707","IS24939"," 7","1099.5840","596.3728"," 471723.5","2439"
"1708","IS24939"," 8","1099.2306","585.6951"," 446372.0","2426"
"1709","IS24939"," 9","1021.7069","572.4176"," 445730.5","2357"
"1710","IS24939","10","1068.1273","626.9814"," 462661.5","2397"
"1711","IS24953"," 1","1196.8312","600.5759"," 525864.0","2596"
"1712","IS24953"," 2","1146.0096","599.6102"," 496966.0","2562"
"1713","IS24953"," 3","1151.0104","640.7544"," 521097.0","2642"
"1714","IS24953"," 4","1087.2497","663.0896"," 537806.5","2533"
"1715","IS24953"," 5","1128.7161","661.1051"," 548981.5","2575"
"1716","IS24953"," 6","1122.2709","683.6513"," 578172.0","2606"
"1717","IS24953"," 7","1148.4742","662.3501"," 536997.5","2571"
"1718","IS24953"," 8","1257.9241","655.3790"," 555250.5","2741"
"1719","IS24953"," 9","1056.2661","732.9186"," 594166.0","2580"
"1720","IS24953","10","1203.4804","584.6576"," 511678.5","2657"
"1721","IS25089"," 1","1182.9899","594.0499"," 505622.5","2563"
"1722","IS25089"," 2","1133.3711","602.0870"," 497439.0","2570"
"1723","IS25089"," 3","1173.1978","616.0479"," 521789.0","2568"
"1724","IS25089"," 4","1103.0580","606.7324"," 479124.0","2496"
"1725","IS25089"," 5","1154.2638","596.6963"," 490123.5","2501"
"1726","IS25089"," 6","1080.2463","658.1814"," 510051.5","2431"
"1727","IS25089"," 7","1180.0720","619.0198"," 543148.0","2590"
"1728","IS25089"," 8","1065.0164","594.6650"," 461017.5","2405"
"1729","IS25089"," 9","1198.7235","582.0358"," 504149.0","2606"
"1730","IS25089","10","1165.7212","703.4709"," 583259.5","2661"
"1731","IS25301"," 1"," 916.8364","543.2060"," 360650.5","2085"
"1732","IS25301"," 2"," 931.9984","515.4279"," 359880.5","2097"
"1733","IS25301"," 3"," 923.4717","548.0190"," 384172.0","2114"
"1734","IS25301"," 4","1018.8945","580.8364"," 460856.5","2335"
"1735","IS25301"," 5","1051.2207","574.0526"," 445538.0","2314"
"1736","IS25301"," 6","1047.6879","580.1107"," 456146.0","2352"
"1737","IS25301"," 7","1040.9731","593.7521"," 461370.0","2326"
"1738","IS25301"," 8"," 984.5065","582.6310"," 430752.5","2249"
"1739","IS25301"," 9","1027.6892","557.1296"," 431967.0","2316"
"1740","IS25301","10","1000.9525","585.5303"," 453974.0","2300"
"1741","IS25732"," 1","1077.9392","754.0184"," 539022.0","2488"
"1742","IS25732"," 2","1191.5586","737.8504"," 609900.5","2713"
"1743","IS25732"," 3","1200.6282","770.9931"," 621097.0","2680"
"1744","IS25732"," 4","1201.4533","724.5242"," 569538.0","2670"
"1745","IS25732"," 5","1188.2445","837.3100"," 707113.0","2796"
"1746","IS25732"," 6","1145.0773","742.0372"," 565136.5","2527"
"1747","IS25732"," 7","1202.8121","740.9503"," 592592.0","2664"
"1748","IS25732"," 8","1266.4044","855.1945"," 713755.5","2883"
"1749","IS25732"," 9","1255.0514","805.3407"," 671931.0","2908"
"1750","IS25732","10","1154.4644","656.5746"," 530867.0","2564"
"1751","IS2397"," 1","1045.0287","626.4096"," 450877.5","2369"
"1752","IS2397"," 2","1123.7015","631.4880"," 526028.0","2556"
"1753","IS2397"," 3","1037.6420","600.3988"," 443597.5","2357"
"1754","IS2397"," 4","1097.3833","687.2029"," 545041.5","2499"
"1755","IS2397"," 5","1142.6255","649.9234"," 548605.0","2578"
"1756","IS2397"," 6","1103.0979","637.9162"," 518541.0","2504"
"1757","IS2397"," 7","1131.5410","632.1963"," 510517.5","2529"
"1758","IS2397"," 9","1040.9851","647.3099"," 499947.5","2399"
"1759","IS2397","10","1080.4897","615.2062"," 464309.0","2412"
"1760","IS2397","11","1199.6033","652.4590"," 546110.5","2601"
"1761","IS25836"," 1","1226.1749","807.1662"," 701595.5","2815"
"1762","IS25836"," 2"," 977.3372","668.1522"," 485857.5","2343"
"1763","IS25836"," 3","1152.6010","782.1857"," 654059.0","2716"
"1764","IS25836"," 4"," 957.7860","627.1401"," 418293.5","2209"
"1765","IS25836"," 5","1216.2845","784.5681"," 718222.5","2895"
"1766","IS25836"," 6","1231.7873","750.0158"," 647574.0","2826"
"1767","IS25836"," 7","1071.2707","695.4115"," 554728.5","2547"
"1768","IS25836"," 8","1100.7257","695.8728"," 546491.5","2603"
"1769","IS25836"," 9","1140.7476","704.8106"," 587439.0","2634"
"1770","IS25836","10","1142.2456","773.7154"," 631828.5","2745"
"1771","IS25910"," 1","1071.7915","540.7703"," 428421.5","2339"
"1772","IS25910"," 2"," 901.4438","498.1974"," 350406.5","2057"
"1773","IS25910"," 3"," 951.5797","572.4292"," 392681.5","2151"
"1774","IS25910"," 4"," 934.2601","559.0659"," 361429.0","2064"
"1775","IS25910"," 5"," 880.0824","547.4942"," 349564.5","2005"
"1776","IS25910"," 6"," 911.4302","546.9744"," 366104.5","2021"
"1777","IS25910"," 7"," 973.5923","535.3822"," 388308.5","2191"
"1778","IS25910"," 8"," 825.3321","530.3926"," 331083.0","1946"
"1779","IS25910"," 9"," 884.6949","552.1327"," 374733.5","2081"
"1780","IS25910","10","1001.7595","571.1770"," 418100.0","2282"
"1781","IS25989"," 1"," 839.2217","436.9406"," 272392.5","1849"
"1782","IS25989"," 2"," 898.0423","459.6754"," 308829.5","1973"
"1783","IS25989"," 3"," 860.5115","457.0212"," 293858.5","1917"
"1784","IS25989"," 4"," 810.4838","405.0396"," 250852.5","1805"
"1785","IS25989"," 5"," 805.9591","442.3773"," 264320.5","1799"
"1786","IS25989"," 6"," 766.7542","417.4271"," 245657.0","1752"
"1787","IS25989"," 7"," 807.7159","500.0533"," 297308.0","1798"
"1788","IS25989"," 8"," 845.5259","448.8698"," 286438.0","1902"
"1789","IS25989"," 9"," 873.6481","466.0572"," 306997.5","1949"
"1790","IS25989","10"," 875.5490","428.3415"," 293804.0","1944"
"1791","IS26025"," 1","1147.9360","588.2279"," 518617.5","2565"
"1792","IS26025"," 2","1197.6882","614.4646"," 558697.5","2635"
"1793","IS26025"," 3","1178.5500","568.5495"," 483262.0","2528"
"1794","IS26025"," 4","1121.4245","555.3615"," 448653.5","2441"
"1795","IS26025"," 5","1173.1517","567.6342"," 515115.5","2605"
"1796","IS26025"," 6","1112.6208","517.4899"," 446857.5","2433"
"1797","IS26025"," 7","1070.7890","535.1036"," 418136.0","2334"
"1798","IS26025"," 8","1040.0120","547.7802"," 405543.5","2283"
"1799","IS26025"," 9","1262.9054","592.2447"," 550021.0","2736"
"1800","IS26025","10","1187.4919","620.9802"," 534068.0","2650"
"1801","IS26046"," 1","1181.7635","635.3192"," 519927.5","2569"
"1802","IS26046"," 2","1179.3329","602.2803"," 533438.0","2610"
"1803","IS26046"," 3","1132.8548","538.0601"," 452789.5","2443"
"1804","IS26046"," 4","1162.3304","563.7881"," 484263.0","2532"
"1805","IS26046"," 5","1229.2835","619.9261"," 519729.5","2619"
"1806","IS26046"," 6","1198.1828","681.1523"," 587364.0","2620"
"1807","IS26046"," 7","1199.6104","621.8719"," 529180.0","2656"
"1808","IS26046"," 8","1121.3800","669.1202"," 548582.5","2617"
"1809","IS26046"," 9","1066.9920","558.3284"," 440300.5","2369"
"1810","IS26046","10","1185.4978","567.3389"," 502917.0","2560"
"1811","IS2694"," 1","1048.7068","622.6936"," 478129.5","2353"
"1812","IS2694"," 2","1114.0166","588.9553"," 506349.0","2524"
"1813","IS2694"," 3","1061.3864","610.5110"," 478714.0","2370"
"1814","IS2694"," 4"," 965.5227","604.5316"," 436861.5","2235"
"1815","IS2694"," 5"," 984.6197","578.0100"," 418019.0","2238"
"1816","IS2694"," 6"," 981.6079","571.1833"," 440362.0","2356"
"1817","IS2694"," 7"," 978.3599","587.1602"," 419364.5","2213"
"1818","IS2694"," 8","1016.4295","583.2298"," 428286.0","2290"
"1819","IS2694"," 9","1020.9079","627.7207"," 479610.5","2347"
"1820","IS2694","10"," 940.6891","603.3067"," 429881.0","2172"
"1821","IS26701"," 7"," 857.7645","527.1983"," 336056.0","1966"
"1822","IS26701"," 8"," 898.6935","546.9896"," 370610.5","2055"
"1823","IS26701"," 9"," 913.1681","549.3665"," 370167.0","2088"
"1824","IS26701","10"," 772.0894","458.8510"," 274185.0","1812"
"1825","IS26701","11"," 865.3843","464.1452"," 296099.0","1890"
"1826","IS26701","12"," 973.8049","585.7847"," 428076.0","2220"
"1827","IS26701","13"," 974.8887","551.6527"," 404219.0","2152"
"1828","IS26701","14","1012.8968","620.6002"," 487907.5","2377"
"1829","IS26701","15"," 898.2834","525.4255"," 352491.5","2029"
"1830","IS26701","16","1029.8082","603.0113"," 448410.5","2323"
"1831","IS2413"," 1"," 992.7724","588.1842"," 403661.0","2148"
"1832","IS2413"," 2","1001.0619","617.7580"," 425797.5","2197"
"1833","IS2413"," 3"," 945.9577","614.0317"," 425759.5","2187"
"1834","IS2413"," 4"," 957.9692","600.1205"," 421061.0","2180"
"1835","IS2413"," 5","1018.1650","644.3808"," 464702.5","2277"
"1836","IS2413"," 6"," 984.1240","632.6256"," 401864.5","2137"
"1837","IS2413"," 7","1017.9416","591.9898"," 419948.0","2216"
"1838","IS2413"," 8"," 974.4111","562.5798"," 394645.5","2143"
"1839","IS2413"," 9"," 947.1732","515.6027"," 358482.0","2060"
"1840","IS2413","10"," 978.8284","624.1196"," 446437.5","2219"
"1841","IS26737"," 1","1183.4906","691.5594"," 621545.5","2693"
"1842","IS26737"," 2","1170.5862","682.1540"," 595024.0","2636"
"1843","IS26737"," 3","1017.7706","602.1023"," 471378.5","2369"
"1844","IS26737"," 4","1100.0114","667.7204"," 551362.5","2539"
"1845","IS26737"," 5","1135.0568","663.5633"," 553521.5","2547"
"1846","IS26737"," 6"," 984.1667","567.3064"," 403476.5","2215"
"1847","IS26737"," 7","1131.0402","672.5614"," 515161.0","2548"
"1848","IS26737"," 8","1049.5089","677.9275"," 515000.5","2415"
"1849","IS26737"," 9"," 998.2485","593.6899"," 450507.0","2270"
"1850","IS26737","10","1194.4354","746.4481"," 646855.0","2672"
"1851","IS27034"," 1","1303.0138","846.6956"," 721967.0","2998"
"1852","IS27034"," 2","1391.9346","764.1695"," 756190.0","3144"
"1853","IS27034"," 3","1351.8657","793.5810"," 748060.0","3130"
"1854","IS27034"," 4","1369.2808","785.1501"," 740441.0","3146"
"1855","IS27034"," 5","1391.4471","837.3692"," 747108.0","3190"
"1856","IS27034"," 6","1418.0638","825.2492"," 786125.5","3171"
"1857","IS27034"," 7","1317.9530","811.3127"," 760514.0","3034"
"1858","IS27034"," 8","1182.9019","699.8365"," 589306.0","2774"
"1859","IS27034"," 9","1173.0175","692.3162"," 570948.5","2703"
"1860","IS27034","10","1147.7182","736.2051"," 569873.0","2652"
"1861","IS27557"," 1","1159.3835","580.3334"," 527871.0","2592"
"1862","IS27557"," 2","1027.8229","570.2675"," 444395.0","2336"
"1863","IS27557"," 3","1095.8837","592.1340"," 485069.0","2450"
"1864","IS27557"," 4","1123.4968","602.0756"," 500648.5","2497"
"1865","IS27557"," 5","1178.3327","583.7791"," 534342.5","2603"
"1866","IS27557"," 6","1137.3794","620.3734"," 532473.0","2520"
"1867","IS27557"," 7","1070.7964","555.0887"," 460219.0","2396"
"1868","IS27557"," 8","1100.6530","628.1580"," 504721.5","2505"
"1869","IS27557"," 9","1140.7967","633.7685"," 555230.5","2649"
"1870","IS27557","10","1108.0799","624.4784"," 545714.5","2515"
"1871","IS27697"," 1"," 886.4113","421.5763"," 284233.0","1946"
"1872","IS27697"," 2"," 913.5973","452.8516"," 296727.0","1976"
"1873","IS27697"," 3"," 883.4263","422.8049"," 291163.5","1945"
"1874","IS27697"," 4"," 838.3704","389.3052"," 247477.5","1835"
"1875","IS27697"," 5"," 870.4596","418.9304"," 270363.0","1912"
"1876","IS27697"," 6"," 893.0358","425.2685"," 285811.5","1957"
"1877","IS27697"," 7"," 910.4944","438.9923"," 295801.0","1978"
"1878","IS27697"," 8"," 882.4715","450.3601"," 296502.0","1928"
"1879","IS27697"," 9"," 918.7475","429.3998"," 297928.0","2012"
"1880","IS27697","10"," 872.7021","464.1790"," 300598.0","1936"
"1881","IS27786"," 1","1113.1330","675.2024"," 537453.5","2533"
"1882","IS27786"," 2","1138.8507","638.1223"," 539933.0","2556"
"1883","IS27786"," 3","1106.6820","654.5729"," 532032.5","2487"
"1884","IS27786"," 4","1030.5382","598.1408"," 456847.0","2298"
"1885","IS27786"," 5"," 953.8186","557.1751"," 385038.0","2184"
"1886","IS27786"," 6","1018.4547","667.3699"," 508408.5","2411"
"1887","IS27786"," 7","1044.1499","558.1545"," 443805.5","2345"
"1888","IS27786"," 8"," 954.6518","586.8695"," 384622.5","2143"
"1889","IS27786"," 9","1000.0185","566.0525"," 415384.0","2244"
"1890","IS27786","10","1034.9401","567.9855"," 431415.0","2310"
"1891","IS27794"," 1","1049.2478","580.1775"," 456220.5","2343"
"1892","IS27794"," 2","1004.0418","572.5857"," 418461.0","2246"
"1893","IS27794"," 3"," 956.6828","494.6530"," 349617.5","2107"
"1894","IS27794"," 4","1017.2674","570.5108"," 403401.0","2262"
"1895","IS27794"," 5","1008.6119","551.6453"," 393440.0","2214"
"1896","IS27794"," 6","1036.7415","537.4541"," 367961.5","2279"
"1897","IS27794"," 7","1048.0019","591.0676"," 430964.5","2291"
"1898","IS27794"," 8"," 993.1470","552.3633"," 399762.0","2294"
"1899","IS27794"," 9"," 991.4041","591.9332"," 428479.0","2244"
"1900","IS27794","10","1066.1341","583.7136"," 449133.5","2353"
"1901","IS27887"," 1","1079.7870","622.7932"," 486755.5","2449"
"1902","IS27887"," 2","1079.5786","584.8189"," 474034.0","2482"
"1903","IS27887"," 3","1036.4941","621.0667"," 466719.0","2350"
"1904","IS27887"," 4"," 986.7786","547.2616"," 383685.0","2238"
"1905","IS27887"," 5","1088.3864","586.5123"," 469923.5","2431"
"1906","IS27887"," 6","1099.0223","568.3324"," 447909.5","2457"
"1907","IS27887"," 7","1068.4910","543.6583"," 406429.0","2348"
"1908","IS27887"," 8","1075.2307","616.9737"," 493178.5","2465"
"1909","IS27887"," 9","1029.6159","560.2361"," 406638.5","2277"
"1910","IS27887","10","1041.9295","569.9167"," 418141.5","2291"
"1911","IS27912"," 1","1334.1563","763.8723"," 712130.0","2942"
"1912","IS27912"," 2","1219.7643","614.5392"," 557951.5","2737"
"1913","IS27912"," 3","1282.4516","706.3830"," 633063.0","2850"
"1914","IS27912"," 4","1224.2471","706.7111"," 601922.0","2754"
"1915","IS27912"," 5","1219.3707","636.0699"," 575692.0","2766"
"1916","IS27912"," 6","1263.0222","713.8085"," 643136.5","2837"
"1917","IS27912"," 7","1168.7040","587.9752"," 492003.0","2588"
"1918","IS27912"," 8","1324.2394","760.3240"," 708958.5","2939"
"1919","IS27912"," 9","1114.7959","565.5385"," 444808.0","2516"
"1920","IS27912","10","1314.2450","693.8097"," 676522.0","2890"
"1921","IS28313"," 1","1376.2213","646.1926"," 677776.5","3015"
"1922","IS28313"," 2","1190.1034","686.4421"," 581402.5","2615"
"1923","IS28313"," 3","1064.5609","768.0678"," 604338.5","2569"
"1924","IS28313"," 4","1134.6506","762.4250"," 636404.5","2657"
"1925","IS28313"," 5","1158.8809","707.0278"," 617039.0","2708"
"1926","IS28313"," 6","1007.3857","592.2051"," 427630.0","2292"
"1927","IS28313"," 7","1105.1774","693.1820"," 591848.5","2559"
"1928","IS28313"," 8"," 994.1554","658.3608"," 480247.5","2319"
"1929","IS28313"," 9","1120.0290","800.3444"," 645992.0","2644"
"1930","IS28313","10","1020.3725","744.5458"," 557559.0","2434"
"1931","IS28389"," 1","1091.5420","687.8398"," 535877.0","2436"
"1932","IS28389"," 2","1175.7912","750.5048"," 630770.5","2615"
"1933","IS28389"," 3","1027.4945","751.5398"," 555734.0","2478"
"1934","IS28389"," 4","1043.4414","707.2874"," 541742.5","2379"
"1935","IS28389"," 5","1162.6250","734.6014"," 631080.0","2638"
"1936","IS28389"," 6","1042.8466","689.5501"," 507634.0","2352"
"1937","IS28389"," 7","1193.7173","729.3536"," 627205.5","2651"
"1938","IS28389"," 8","1162.1089","720.7354"," 608715.5","2613"
"1939","IS28389"," 9","1006.6663","666.8287"," 506560.5","2363"
"1940","IS28389","10","1044.8832","716.5231"," 554639.5","2451"
"1941","IS28449"," 1","1054.0484","780.1226"," 573784.0","2524"
"1942","IS28449"," 2","1057.6625","627.7607"," 485305.5","2355"
"1943","IS28449"," 3","1073.2870","722.9837"," 547062.0","2460"
"1944","IS28449"," 4"," 985.6379","783.3881"," 522194.5","2261"
"1945","IS28449"," 5","1036.8631","728.9709"," 535196.0","2348"
"1946","IS28449"," 6"," 940.7896","600.9516"," 405672.0","2150"
"1947","IS28449"," 7"," 898.3546","762.7467"," 502482.5","2271"
"1948","IS28449"," 8","1011.1696","767.0167"," 540540.0","2368"
"1949","IS28449"," 9","1061.2747","776.1120"," 590606.5","2501"
"1950","IS28449","10","1114.8332","771.2131"," 574957.5","2563"
"1951","IS28451"," 1","1058.7696","693.3803"," 529340.5","2429"
"1952","IS28451"," 2","1139.6912","738.4000"," 599084.5","2613"
"1953","IS28451"," 3","1083.1962","673.7293"," 529569.0","2424"
"1954","IS28451"," 4","1063.5775","716.7423"," 537801.5","2411"
"1955","IS28451"," 5","1090.7997","695.0717"," 537174.0","2432"
"1956","IS28451"," 6"," 998.6491","740.0938"," 489534.0","2286"
"1957","IS28451"," 7"," 966.5283","646.6277"," 456475.5","2231"
"1958","IS28451"," 8","1035.5699","725.8448"," 522623.5","2377"
"1959","IS28451"," 9","1064.5205","740.3821"," 529353.5","2389"
"1960","IS28451","10","1165.6093","792.4371"," 625626.5","2637"
"1961","IS28614"," 1","1000.2570","683.4394"," 477608.5","2327"
"1962","IS28614"," 2","1138.0308","751.4850"," 585016.0","2528"
"1963","IS28614"," 3","1006.0825","741.6559"," 526251.0","2386"
"1964","IS28614"," 4"," 953.4847","720.7415"," 478577.5","2361"
"1965","IS28614"," 5"," 993.9507","718.7540"," 512012.0","2314"
"1966","IS28614"," 6","1016.1107","623.8602"," 438234.0","2292"
"1967","IS28614"," 7"," 906.1926","665.5086"," 432378.0","2132"
"1968","IS28614"," 8"," 936.2265","733.7584"," 484703.5","2249"
