"","linename","seed.num","side.length","side.thickness","side.area","side.perimeter"
"2944","IS613"," 4","1011.2369","536.0663"," 412308.0","2288"
"2945","IS613"," 5"," 962.6505","625.4710"," 453291.0","2274"
"2946","IS613"," 6"," 987.3323","579.4989"," 420074.5","2235"
"2947","IS613"," 7","1020.2848","620.3004"," 456854.0","2298"
"2948","IS613"," 8"," 981.3878","632.7631"," 470064.0","2286"
"2949","IS613"," 9","1076.7702","610.7431"," 485656.5","2471"
"2950","IS613","10"," 906.7354","620.8427"," 420303.5","2127"
"2951","IS7679"," 1","1311.5373","618.9378"," 598948.5","2801"
"2952","IS7679"," 2","1319.3199","626.2370"," 633620.5","2873"
"2953","IS7679"," 3","1267.3741","704.6183"," 632457.0","2788"
"2954","IS7679"," 4","1237.6381","638.0783"," 583345.5","2695"
"2955","IS7679"," 5","1287.7442","711.8176"," 660988.5","2793"
"2956","IS7679"," 6","1314.2450","680.3845"," 664194.0","2886"
"2957","IS7679"," 7","1339.0810","702.7558"," 661547.0","2884"
"2958","IS7679"," 8","1324.0850","660.5294"," 643014.0","2898"
"2959","IS7679"," 9","1342.6783","660.3153"," 642629.0","2920"
"2960","IS7679","10","1299.7758","597.3361"," 573758.5","2771"
"2961","IS7957"," 1","1402.6903","654.1915"," 690459.0","3044"
"2962","IS7957"," 2","1299.6249","666.2861"," 640879.0","2846"
"2963","IS7957"," 3","1329.1080","559.6716"," 567209.5","2807"
"2964","IS7957"," 4","1345.6393","618.0966"," 654806.5","2953"
"2965","IS7957"," 5","1374.6829","617.3664"," 639055.5","2943"
"2966","IS7957"," 6","1323.8202","565.0208"," 561797.0","2858"
"2967","IS7957"," 7","1394.1456","694.5824"," 739576.5","3093"
"2968","IS7957"," 8","1221.2166","517.5978"," 476011.0","2594"
"2969","IS7957"," 9","1340.6685","549.9227"," 548037.5","2863"
"2970","IS7957","10","1319.4734","560.5903"," 556105.0","2856"
"2971","IS7987"," 1","1230.5222","643.8973"," 583493.0","2670"
"2972","IS7987"," 2","1436.0198","664.2722"," 712963.0","3094"
"2973","IS7987"," 3","1322.0083","632.8107"," 637969.5","2999"
"2974","IS7987"," 4","1298.3351","564.9828"," 528393.0","2728"
"2975","IS7987"," 5","1404.7249","726.8598"," 753664.0","3048"
"2976","IS7987"," 6","1368.9883","700.6612"," 726234.0","3020"
"2977","IS7987"," 7","1362.4816","618.1750"," 598112.5","2959"
"2978","IS7987"," 8","1381.2024","618.6508"," 616893.5","2951"
"2979","IS7987"," 9","1192.8118","596.5535"," 514080.0","2570"
"2980","IS7987","10","1402.4158","705.4285"," 728428.5","3039"
"2981","IS8012"," 1","1070.1112","547.6403"," 428157.0","2316"
"2982","IS8012"," 2"," 776.6209","403.7646"," 240433.5","1755"
"2983","IS8012"," 3"," 976.3708","527.0457"," 385648.0","2148"
"2984","IS8012"," 4"," 948.1434","503.2192"," 355549.5","2075"
"2985","IS8012"," 5"," 960.1693","510.2434"," 370624.0","2130"
"2986","IS8012"," 6"," 932.6484","518.6274"," 364814.5","2087"
"2987","IS8012"," 7","1011.5716","548.5979"," 410785.5","2255"
"2988","IS8012"," 8"," 915.9672","532.2527"," 372098.0","2118"
"2989","IS8012"," 9"," 955.3523","501.7605"," 362336.5","2129"
"2990","IS8012","10"," 946.2838","480.5049"," 334268.0","2096"
"2991","IS8777"," 1"," 838.5470","523.6344"," 323067.0","1968"
"2992","IS8777"," 2"," 921.9290","543.6200"," 362058.5","2077"
"2993","IS8777"," 3"," 865.1196","503.0056"," 330878.0","2014"
"2994","IS8777"," 4"," 882.2386","556.1103"," 362478.5","2107"
"2995","IS8777"," 5"," 901.6041","503.1277"," 347108.0","2076"
"2996","IS8777"," 6"," 906.1926","480.1253"," 318291.5","1989"
"2997","IS8777"," 7"," 936.0021","526.4432"," 339282.5","2087"
"2998","IS8777"," 8"," 902.4467","542.1063"," 361670.0","2068"
"2999","IS8777"," 9"," 854.6373","554.1146"," 336996.5","1947"
"3000","IS8777","10"," 874.9914","518.0508"," 332459.0","1986"
"3001","IS8871"," 1","1061.8211","486.8165"," 379470.5","2281"
"3002","IS8871"," 2"," 940.1324","453.3670"," 307238.5","2083"
"3003","IS8871"," 3","1176.3817","580.7613"," 494864.5","2581"
"3004","IS8871"," 4","1095.4387","561.5494"," 465349.0","2466"
"3005","IS8871"," 5","1121.0326","531.5216"," 448924.5","2501"
"3006","IS8871"," 6","1023.7265","538.2414"," 398237.0","2262"
"3007","IS8871"," 7"," 840.9049","408.2317"," 256931.0","1890"
"3008","IS8871"," 8","1145.9795","557.5283"," 480758.0","2538"
"3009","IS8871"," 9","1023.8188","487.5491"," 377416.5","2271"
"3010","IS8871","10","1151.3140","533.1994"," 449136.5","2489"
"3011","IS8916"," 1"," 965.3652","541.5774"," 375969.0","2216"
"3012","IS8916"," 2","1042.0043","604.5906"," 454145.5","2381"
"3013","IS8916"," 3"," 944.4453","532.1578"," 354763.5","2109"
"3014","IS8916"," 4"," 968.8447","577.1431"," 399895.5","2219"
"3015","IS8916"," 5","1029.1200","551.6480"," 421142.5","2393"
"3016","IS8916"," 6","1035.8929","612.7835"," 450764.5","2375"
"3017","IS8916"," 7"," 996.5420","630.3979"," 483765.0","2380"
"3018","IS8916"," 9","1066.1970","602.2264"," 451173.0","2430"
"3019","IS8916","10","1023.4007","624.7397"," 463261.5","2455"
"3020","IS8916","11","1009.4756","579.5841"," 440850.0","2330"
"3021","IS9108"," 1","1150.5912","704.9298"," 591882.5","2761"
"3022","IS9108"," 2","1113.2951","621.1318"," 498536.5","2537"
"3023","IS9108"," 3","1113.5964","611.3956"," 494064.0","2498"
"3024","IS9108"," 4","1072.0956","556.8748"," 424268.5","2415"
"3025","IS9108"," 5","1130.8192","673.2606"," 559167.0","2642"
"3026","IS9108"," 6","1150.3226","693.9062"," 574135.0","2618"
"3027","IS9108"," 7","1129.0496","706.2834"," 563343.5","2605"
"3028","IS9108"," 8","1172.9024","615.0418"," 503993.5","2603"
"3029","IS9108"," 9","1230.2886","661.6919"," 571483.5","2733"
"3030","IS9108","10","1094.3939","682.6180"," 571670.5","2581"
"3031","IS9745"," 1","1201.5274","740.7039"," 623096.5","2791"
"3032","IS9745"," 2","1245.9639","738.0567"," 671113.5","2947"
"3033","IS9745"," 3","1142.8473","731.9210"," 596300.0","2664"
"3034","IS9745"," 4","1242.2645","761.6784"," 673210.0","2870"
"3035","IS9745"," 5","1280.5643","777.1519"," 711940.5","2933"
"3036","IS9745"," 6","1180.4211","792.9602"," 643742.5","2757"
"3037","IS9745"," 7","1094.0603","709.7982"," 587095.5","2609"
"3038","IS9745"," 8","1290.2597","723.2319"," 669173.0","2882"
"3039","IS9745"," 9","1282.9361","727.8508"," 692838.5","2975"
"3040","IS9745","10","1057.3197","651.2836"," 497193.5","2405"
"3041","IS10302"," 1","1082.7391","710.9210"," 608666.0","2606"
"3042","IS10302"," 2","1143.9987","678.8618"," 606585.0","2664"
"3043","IS10302"," 3","1081.7883","696.7740"," 590150.5","2569"
"3044","IS10302"," 4","1059.8080","679.9666"," 558758.0","2532"
"3045","IS10302"," 5","1079.2335","718.8491"," 600174.0","2600"
"3046","IS10302"," 6","1051.0514","684.7315"," 576062.5","2571"
"3047","IS10302"," 7","1070.2224","702.1120"," 596677.5","2567"
"3048","IS10302"," 8","1075.5324","696.4086"," 593118.5","2581"
"3049","IS10302"," 9","1136.2803","732.6018"," 649417.0","2686"
"3050","IS10302","10","1011.0554","673.7574"," 540506.5","2451"
"3051","IS10867"," 1","1176.3439","783.6594"," 705919.0","2836"
"3052","IS10867"," 2","1185.1245","735.4164"," 662277.5","2759"
"3053","IS10867"," 3","1179.0441","765.2301"," 688635.0","2798"
"3054","IS10867"," 4","1142.0517","711.4792"," 624129.0","2710"
"3055","IS10867"," 5","1144.6436","839.3573"," 739585.5","2849"
"3056","IS10867"," 6","1158.9392","806.7171"," 678219.5","2751"
"3057","IS10867"," 7","1199.3552","736.3115"," 693965.0","2848"
"3058","IS10867"," 8","1118.2562","840.7080"," 709377.5","2733"
"3059","IS10867"," 9","1117.6784","755.2235"," 616355.5","2723"
"3060","IS10867","10","1108.0839","818.2052"," 694338.5","2761"
"3061","IS10969"," 1","1216.1554","668.1457"," 581346.0","2730"
"3062","IS10969"," 2","1214.8416","651.5549"," 562845.5","2667"
"3063","IS10969"," 3","1159.9836","637.0547"," 552917.0","2580"
"3064","IS10969"," 4","1231.2416","704.2760"," 606242.5","2729"
"3065","IS10969"," 5","1198.3293","638.2211"," 569484.5","2643"
"3066","IS10969"," 6","1097.7272","653.1441"," 509666.0","2520"
"3067","IS10969"," 7","1152.6201","661.6118"," 548115.5","2543"
"3068","IS10969"," 8","1102.2981","721.2641"," 583407.5","2577"
"3069","IS10969"," 9","1182.7413","620.7799"," 527742.5","2593"
"3070","IS10969","10","1200.5132","699.4908"," 563942.5","2761"
"3071","IS11026"," 1","1273.5902","916.4266"," 801472.5","3101"
"3072","IS11026"," 2","1306.4800","858.5321"," 721756.5","2999"
"3073","IS11026"," 3","1313.0621","954.0813"," 796933.5","3137"
"3074","IS11026"," 4","1206.2048","815.2040"," 666972.5","2811"
"3075","IS11026"," 5","1320.4098","871.9573"," 784732.5","3139"
"3076","IS11026"," 6","1171.6369","681.3818"," 566287.5","2815"
"3077","IS11026"," 7","1162.2091","769.9441"," 613233.5","2731"
"3078","IS11026"," 8","1176.7910","799.3297"," 599485.0","2818"
"3079","IS11026"," 9","1221.1245","732.8712"," 643380.5","2887"
"3080","IS11026","10","1164.0485","841.4941"," 723684.5","2933"
"3081","IS12302"," 1","1015.7386","726.9232"," 523047.0","2374"
"3082","IS12302"," 2","1177.2447","656.9459"," 571627.5","2643"
"3083","IS12302"," 3","1062.0852","623.5102"," 504649.5","2441"
"3084","IS12302"," 4","1083.1999","639.6345"," 525292.5","2447"
"3085","IS12302"," 5","1038.4570","640.6351"," 486411.0","2372"
"3086","IS12302"," 6","1069.8640","656.8751"," 533764.0","2498"
"3087","IS12302"," 7"," 968.8782","665.2663"," 488459.5","2391"
"3088","IS12302"," 8","1127.7766","650.3256"," 558627.0","2568"
"3089","IS12302"," 9","1042.3099","673.0273"," 553851.0","2502"
"3090","IS12302","10","1067.8900","631.4667"," 511954.0","2454"
"3091","IS12447"," 1","1298.6551","627.7787"," 559795.0","2806"
"3092","IS12447"," 2","1179.9394","659.4008"," 553661.0","2644"
"3093","IS12447"," 3","1322.6356","671.6952"," 611994.0","2928"
"3094","IS12447"," 4","1174.4360","638.4426"," 530706.5","2633"
"3095","IS12447"," 5","1268.5251","633.0076"," 555767.0","2782"
"3096","IS12447"," 6","1351.5757","716.0642"," 655677.0","2938"
"3097","IS12447"," 7","1428.0144","769.3424"," 769638.5","3123"
"3098","IS12447"," 8","1247.4935","675.5723"," 603585.0","2824"
"3099","IS12447"," 9","1236.3923","692.3385"," 591684.0","2774"
"3100","IS12447","10","1225.5693","689.3221"," 595143.0","2746"
"3101","IS12697"," 1"," 959.1376","495.5837"," 339022.5","2121"
"3102","IS12697"," 2"," 917.1358","473.6180"," 327304.5","2039"
"3103","IS12697"," 3"," 845.8711","555.9393"," 347486.5","2005"
"3104","IS12697"," 4"," 848.1144","523.9282"," 331997.0","1944"
"3105","IS12697"," 5"," 827.1215","465.7042"," 288426.5","1895"
"3106","IS12697"," 6"," 874.6131","446.4557"," 283141.0","1898"
"3107","IS12697"," 7"," 803.0255","369.1452"," 234600.0","1802"
"3108","IS12697"," 8"," 783.9318","441.2757"," 259448.0","1782"
"3109","IS12697"," 9"," 824.9715","413.1912"," 255403.0","1862"
"3110","IS12697","10"," 840.9637","499.1274"," 314245.5","1941"
"3111","IS12706"," 1","1169.4721","730.7973"," 623721.5","2653"
"3112","IS12706"," 2","1299.7823","734.2599"," 687610.5","2883"
"3113","IS12706"," 3","1212.2149","718.0195"," 625702.5","2677"
"3114","IS12706"," 4","1244.6642","829.5643"," 748385.5","2853"
"3115","IS12706"," 5","1261.2010","860.6669"," 828844.5","3011"
"3116","IS12706"," 6","1309.4648","802.6768"," 753053.0","2924"
"3117","IS12706"," 7","1104.6923","745.7742"," 603338.5","2581"
"3118","IS12706"," 8","1263.0222","818.5074"," 768014.5","2893"
"3119","IS12706"," 9","1206.0916","738.6188"," 639518.0","2744"
"3120","IS12706","10","1210.0599","746.7994"," 673193.0","2754"
"3121","IS12735"," 1"," 996.1897","695.0483"," 502110.5","2377"
"3122","IS12735"," 2","1085.1028","685.8521"," 567378.5","2569"
"3123","IS12735"," 3","1107.0994","685.3847"," 557809.0","2530"
"3124","IS12735"," 4","1160.9350","727.0924"," 649192.5","2819"
"3125","IS12735"," 5","1182.3587","705.5406"," 651432.0","2800"
"3126","IS12735"," 6","1172.7319","671.0230"," 551364.0","2704"
"3127","IS12735"," 7","1039.5639","658.3549"," 512062.0","2396"
"3128","IS12735"," 8","1153.7699","684.3869"," 564353.0","2612"
"3129","IS12735"," 9","1130.4039","774.2560"," 620264.5","2623"
"3130","IS12735","10","1069.4672","778.4213"," 582724.5","2551"
"3131","IS12804"," 1","1074.3417","663.1913"," 511019.5","2405"
"3132","IS12804"," 2","1049.9014","619.6610"," 475271.5","2381"
"3133","IS12804"," 3","1077.9397","646.0296"," 513064.0","2478"
"3134","IS12804"," 4","1065.5750","552.5702"," 439111.5","2349"
"3135","IS12804"," 5","1040.9731","604.1415"," 460551.5","2357"
"3136","IS12804"," 6","1051.9705","591.4919"," 465709.5","2333"
"3137","IS12804"," 7","1014.9783","586.1810"," 437554.0","2296"
"3138","IS12804"," 8","1042.5224","575.6154"," 453544.0","2364"
"3139","IS12804"," 9","1027.0774","547.5108"," 421797.0","2324"
"3140","IS12804","10","1103.0979","594.4286"," 490393.5","2477"
"3141","IS12852"," 1","1080.9223","607.6117"," 463342.5","2357"
"3142","IS12852"," 2","1047.2273","595.1487"," 469069.0","2384"
"3143","IS12852"," 3"," 930.8668","539.4789"," 373850.0","2128"
"3144","IS12852"," 4","1042.4035","623.9177"," 466412.0","2316"
"3145","IS12852"," 5"," 978.4007","611.8945"," 460098.5","2299"
"3146","IS12852"," 6"," 808.8374","559.9407"," 326654.5","1943"
"3147","IS12852"," 7","1045.9876","554.9999"," 430096.5","2319"
"3148","IS12852"," 8"," 918.4008","609.0652"," 401710.5","2219"
"3149","IS12852"," 9","1054.4430","641.5700"," 497144.0","2450"
"3150","IS12852","10","1002.6171","600.0706"," 393902.0","2238"
"3151","IS12883"," 1","1014.3456","602.8162"," 429459.0","2230"
"3152","IS12883"," 2","1215.3374","702.3383"," 635029.5","2755"
"3153","IS12883"," 3","1101.5062","632.2107"," 495992.0","2470"
"3154","IS12883"," 4","1189.9903","663.4785"," 569319.5","2679"
"3155","IS12883"," 5","1097.3295","604.5696"," 478816.0","2474"
"3156","IS12883"," 6","1117.8336","659.5472"," 543409.0","2542"
"3157","IS12883"," 7","1073.3876","676.1434"," 531426.5","2459"
"3158","IS12883"," 8","1087.4967","587.1411"," 459893.5","2453"
"3159","IS12883"," 9","1104.7860","655.4102"," 521818.5","2487"
"3160","IS12883","10","1010.4677","570.2834"," 418650.5","2283"
"3161","IS12945"," 1","1045.2832","686.7144"," 521763.0","2424"
"3162","IS12945"," 2","1016.7679","678.9121"," 505391.5","2395"
"3163","IS12945"," 3","1026.6879","686.1131"," 500742.0","2402"
"3164","IS12945"," 4","1070.7273","644.8869"," 533652.5","2461"
"3165","IS12945"," 5","1043.7840","667.7215"," 509766.0","2438"
"3166","IS12945"," 6"," 943.0763","661.3759"," 455216.5","2321"
"3167","IS12945"," 7"," 921.7386","632.1586"," 441204.5","2219"
"3168","IS12945"," 8"," 991.0035","709.1317"," 513944.5","2381"
"3169","IS12945"," 9"," 929.7769","603.9223"," 407633.0","2120"
"3170","IS12945","10","1023.8188","660.9714"," 501366.5","2405"
"3171","IS13122"," 1"," 989.4751","496.2146"," 382921.5","2249"
"3172","IS13122"," 2","1029.0821","503.0327"," 387626.5","2279"
"3173","IS13122"," 3","1025.0327","502.1167"," 389686.5","2273"
"3174","IS13122"," 4","1071.7845","530.1961"," 424750.0","2382"
"3175","IS13122"," 5","1101.7822","539.3716"," 441575.5","2401"
"3176","IS13122"," 6","1169.2771","560.1461"," 463074.5","2495"
"3177","IS13122"," 7"," 955.0230","470.6180"," 329674.5","2145"
"3178","IS13122"," 8","1071.7467","496.4335"," 407895.0","2382"
"3179","IS13122"," 9"," 830.1765","446.8761"," 273439.5","1867"
"3180","IS13122","10"," 932.4827","500.2066"," 357626.5","2139"
"3181","IS13295"," 1","1005.7261","704.5914"," 507015.5","2399"
"3182","IS13295"," 2"," 956.8579","542.2634"," 378415.0","2170"
"3183","IS13295"," 3"," 980.9918","604.7645"," 440309.0","2278"
"3184","IS13295"," 4"," 866.7716","543.7869"," 349561.0","2020"
"3185","IS13295"," 5","1028.6933","631.4758"," 479735.0","2382"
"3186","IS13295"," 6"," 921.2128","561.0647"," 401724.5","2159"
"3187","IS13295"," 7"," 889.4656","599.9603"," 398832.0","2112"
"3188","IS13295"," 8"," 922.6251","654.4630"," 435022.5","2237"
"3189","IS13295"," 9"," 851.4112","499.3968"," 321912.0","1964"
"3190","IS13295","10"," 970.3711","592.3198"," 425499.5","2239"
"3191","IS13549"," 1","1042.9022","583.7690"," 439818.0","2354"
"3192","IS13549"," 2","1079.6782","573.5579"," 467585.5","2483"
"3193","IS13549"," 3"," 996.8681","533.7105"," 404872.0","2256"
"3194","IS13549"," 4","1017.9165","507.1703"," 407574.0","2318"
"3195","IS13549"," 5","1055.1137","526.3433"," 416997.0","2394"
"3196","IS13549"," 6","1036.4603","587.7408"," 463219.5","2363"
"3197","IS13549"," 7","1095.8704","540.0273"," 454066.0","2436"
"3198","IS13549"," 8","1192.5435","586.9304"," 531455.5","2631"
"3199","IS13549"," 9","1009.8104","567.1689"," 418893.0","2334"
"3200","IS13549","10","1028.2164","574.7049"," 459980.5","2415"
"3201","IS13570"," 1"," 865.2826","630.8136"," 403229.0","2062"
"3202","IS13570"," 2"," 882.1077","676.1805"," 462019.5","2233"
"3203","IS13570"," 3"," 784.3755","580.1876"," 347892.0","1932"
"3204","IS13570"," 4"," 741.7709","485.0177"," 263130.5","1691"
"3205","IS13570"," 5","1025.2883","638.7199"," 468275.5","2331"
"3206","IS13570"," 6"," 699.7521","511.3640"," 246089.0","1630"
"3207","IS13570"," 7"," 717.1555","597.9930"," 327393.0","1836"
"3208","IS13570"," 8"," 819.8811","516.6505"," 304627.5","1859"
"3209","IS13570"," 9"," 887.4959","750.4271"," 494037.0","2332"
"3210","IS13570","10"," 781.7397","653.4298"," 377247.5","1953"
"3211","IS13782"," 6","1098.4799","683.3899"," 553186.0","2522"
"3212","IS13782"," 7","1059.5188","639.5035"," 493614.0","2410"
"3213","IS13782"," 8","1094.1686","685.5954"," 545221.5","2549"
"3214","IS13782"," 9"," 967.1489","671.1366"," 463136.5","2279"
"3215","IS13782","10","1006.6151","697.1781"," 482708.5","2359"
"3216","IS13782","11","1035.0773","676.0684"," 500631.5","2415"
"3217","IS13782","12","1053.7410","702.9128"," 524548.5","2453"
"3218","IS13782","13","1036.7415","709.6417"," 524698.0","2418"
"3219","IS13782","14","1101.3682","681.2472"," 552785.5","2575"
"3220","IS13782","15"," 994.3968","718.3651"," 505771.0","2382"
"3221","IS1041"," 1","1237.7209","721.1367"," 623779.0","2814"
"3222","IS1041"," 2","1214.1767","628.8780"," 559379.5","2731"
"3223","IS1041"," 3","1277.9890","708.4943"," 631475.5","2825"
"3224","IS1041"," 4","1171.5174","691.0542"," 557100.5","2647"
"3225","IS1041"," 5","1210.3057","626.3360"," 536149.0","2646"
"3226","IS1041"," 6","1206.3374","733.6795"," 632430.0","2716"
"3227","IS1041"," 7","1275.1663","732.6848"," 657223.5","2839"
"3228","IS1041"," 8","1005.4974","528.4599"," 360797.5","2185"
"3229","IS1041"," 9","1206.3337","600.6290"," 496637.0","2608"
"3230","IS1041","10","1153.5185","668.4600"," 514065.0","2582"
"3231","IS13971"," 1","1022.4921","597.8100"," 449545.5","2327"
"3232","IS13971"," 2","1059.5782","721.3899"," 568279.5","2525"
"3233","IS13971"," 3"," 995.7359","658.3483"," 475296.5","2349"
"3234","IS13971"," 4"," 940.8602","624.1256"," 431458.5","2225"
"3235","IS13971"," 5","1077.0227","631.9059"," 526600.0","2518"
"3236","IS13971"," 6","1043.4290","610.7459"," 470129.0","2376"
"3237","IS13971"," 7","1107.4168","644.9586"," 539063.0","2526"
"3238","IS13971"," 8","1012.5932","588.7547"," 417636.0","2306"
"3239","IS13971"," 9","1138.2166","684.8512"," 584149.5","2641"
"3240","IS13971","10"," 982.1792","583.8161"," 411410.5","2245"
"3241","IS14090"," 1","1213.9102","725.6805"," 633768.0","2732"
"3242","IS14090"," 2","1233.3795","798.4161"," 699429.5","2823"
"3243","IS14090"," 3","1152.4418","697.0305"," 560758.0","2590"
"3244","IS14090"," 4","1229.3515","673.5039"," 596987.0","2734"
"3245","IS14090"," 5","1376.4886","885.3506"," 839954.5","3127"
"3246","IS14090"," 6","1343.2814","761.5470"," 710205.0","3022"
"3247","IS14090"," 7","1304.5172","731.2108"," 672483.5","2939"
"3248","IS14090","10","1255.9562","739.4995"," 670531.0","2846"
"3249","IS14090","11","1247.1383","747.8553"," 647066.0","2754"
"3250","IS14090","12","1219.7606","753.3773"," 679540.0","2894"
"3251","IS14154"," 1"," 869.3590","531.5135"," 346503.5","2005"
"3252","IS14154"," 2"," 969.4911","552.0515"," 396009.0","2160"
"3253","IS14154"," 3"," 978.5264","604.3291"," 411759.0","2194"
"3254","IS14154"," 4"," 885.6145","516.4109"," 328883.5","1987"
"3255","IS14154"," 5"," 872.5509","518.4592"," 327990.5","1985"
